id,name,abadi_type,diag,ostan,shahrestan,bakhsh,dehestan,amar_code
496,آصف آباد,0,,20,321,867,327,1205020001205350
497,آغ اتلوق,0,,2,110,659,1325,415020002042821
498,آغ باش,0,,2,174,413,1459,403030002041427
499,آغ بد گدوک,0,,3,395,24,114,2404010003032407
500,آغ سقل,0,,2,26,416,1660,401030002039651
501,آغ گل,0,,2,383,669,1833,406040005042822
502,آغ یازی,0,,20,98,480,1947,1202020002202575
503,آغاج,0,,30,300,135,543,1309020001209890
504,آغاجاری,0,,2,271,667,2611,411010003045397
505,آغاسور,0,,2,404,241,2381,407010002044737
506,آغاسی,0,,25,291,223,903,104060001012266
507,آغاسی,0,,25,291,485,957,104040003012265
508,آغبلاغ,0,,1,73,638,2406,313020004029533
509,آغبلاغ,0,,2,141,260,65,414010001043162
510,آغبلاغ,0,,2,411,63,22,408050003045140
511,آغبلاغ ابوبکر,0,,2,141,260,64,414010002043348
512,آغبلاغ چمنلو,0,,2,383,669,1875,406040003043731
513,آغبلاغ حسین خان,0,,20,98,861,1533,1202030004202694
514,آغبلاغ خالد,0,,2,141,260,64,414010002043349
515,آغبلاغ سفلی,0,,2,174,413,1459,403030002041429
516,آغبلاغ سوگار,0,,2,278,668,1839,417020001042982
517,آغبلاغ طغامین,0,,20,98,480,1686,1202020001202572
518,آغبلاغ علی اکبر خان,0,,20,98,861,1508,1202030006202653
519,آغبلاغ علیا,0,,2,122,141,767,412020003044948
520,آغبلاغ علیا,0,,2,174,413,1459,403030002041430
521,آغبلاغ مخور,0,,2,278,453,748,417010001042983
522,آغبلاغ همدانی,0,,2,122,141,767,412020003044949
523,آغبلاغ(کانی سفید),0,,2,255,666,2023,405010006042725
524,آغجه سیدان,0,,30,443,1011,1485,1304070004210436
525,آغجیوان,0,,2,89,375,441,410010003043992
526,آغچه,1,5733,4,86,599,2633,1024010003177245
527,آغچه بلاغ,0,,28,269,339,2603,7020001004889
528,آغچه خرابه,0,,30,209,1006,933,1308030001209481
529,آغچه قلعه,0,,2,26,656,378,401040005040024
530,آغچه کهل,0,,1,389,338,1398,306030001031464
531,آغچه گنبد,0,,20,98,480,2140,1202020003202695
532,آغچه لو,0,,2,271,487,1973,411020004045273
533,آغچه لوی جدید,0,,2,271,487,1973,411020004342506
534,آغچه مسجد,0,,2,271,487,1973,411020004045274
535,آغداش,0,,2,141,662,322,414020003043234
536,آغدوز,0,,2,141,662,719,414020002043355
537,آغدونلو,0,,2,278,668,1839,417020001042984
538,آغدیزج,0,,2,141,662,719,414020002043350
539,آغذی گنگ,0,,28,228,983,842,10020001003232
540,آغکند,0,,20,98,480,1686,1202020001202574
541,آغکند سفلی,0,,20,98,204,266,1202010001202471
542,آغکند علیا,0,,20,98,204,266,1202010001202472
543,آغل,0,,31,414,1060,1652,2106020002921108
544,آغل آشتیان,0,,31,119,1017,1149,2103020005921083
545,آغل اکبرسلطانی,0,,28,228,983,1260,10020003003233
546,آغل چگنه,0,,28,228,983,1260,10020003003235
547,آغل دره,0,,4,378,67,764,1012010003810317
548,آغل عزبلو,0,,28,228,983,1260,10020003003238
549,آغل گود بونگا,0,,31,414,1060,2487,2106020001821801
550,آغل های گل سرخ,0,,28,228,983,1260,10020003003241
551,آغلان,0,,2,248,1083,2371,404020002042292
552,آغلهای اولیا,0,,28,228,983,1260,10020003300833
553,آغلهای چهاراغلی,0,,28,228,983,1260,10020003300834
554,آغلیان,0,,2,89,375,28,410010002044176
555,آغوتمان,0,,2,89,658,259,410020003044633
556,آغورکش,0,,27,233,963,2316,207030005802016
557,آغوزان,0,,2,141,662,719,414020002043356
558,آغوزبن,0,,25,217,935,2002,106030003009681
559,آغوزبن,0,,25,262,937,599,115020001013625
560,آغوزبن کندسر,0,,25,219,282,159,107020001010279
561,آغوزچال,0,,25,262,937,599,115020001310241
562,آغوزچال,0,,25,380,39,2222,110020002010162
563,آغوزچکه,0,,25,262,937,929,115020002013624
564,آغوزکله,0,,25,219,282,160,107020002310192
565,آغوزکله,0,,25,312,343,1418,109030002013060
566,آغوزی,0,,25,42,277,1940,113010003010163
567,آغوزی,0,,25,262,272,1166,115010002013566
568,آفان,0,,2,404,241,2381,407010002044738
569,آفتاب خورتاب,0,,25,42,929,206,113020001009939
570,آفتاب_ سعید آباد آهنچی,0,,8,126,11,50,2301030001259718
571,آفتابدر,0,,18,322,288,180,2603020001237721
572,آفتابرو,0,,28,228,232,190,10010001002832
573,آفریان سفلی,0,,20,334,868,1351,1208010002203917
574,آفریان علیا,0,,20,334,868,1351,1208010002203918
575,آق آباد,1,3091,24,371,926,52,2706040001022254
576,آق اطاق,0,,2,122,141,93,412020001037024
577,آق امام,1,3450,24,390,543,1581,2712020002022073
578,آق اولر,0,,25,291,940,2080,104030004012072
579,آق بلاغ,0,,20,199,327,1359,1207030002204821
580,آق بلاغ,0,,20,199,327,2047,1207030003204741
581,آق بلاغ,0,,28,228,232,1115,10010003002834
582,آق بلاغ,0,,30,29,1002,789,1306010004209149
583,آق بلاغ فرج بیک,0,,28,269,339,2603,7020001004894
584,آق بلاغ محمدحسین خان,0,,28,269,339,2286,7020002004895
585,آق بلاغ میدان,0,,2,141,662,719,414020002043354
586,آق بند,0,,24,371,250,86,2706020001021653
587,آق تپه,0,,2,271,667,2312,411010002045399
588,آق تپه,0,,20,252,865,1388,1203020003203536
589,آق تپه,1,5944,30,335,1008,1196,1305020002210182
590,آق تپه,0,,30,443,1011,2184,1304070005209889
591,آق تقه,0,,24,390,543,1581,2712020002022075
592,آق تقه,0,,24,390,543,2181,2712020001827033
593,آق تقه جدید,0,,24,390,927,2317,2712010001022161
594,آق توپراق,0,,2,174,413,1459,403030002041431
595,آق چاتال,0,,24,390,543,1581,2712020002325125
596,آق چای,0,,30,209,1006,933,1308030001209334
597,آق چشمه,0,,4,257,1082,1043,1005040002176185
598,آق چشمه,0,,24,390,927,484,2712010002325003
599,آق داش,0,,2,411,581,2320,408040002045601
600,آق داش,0,,30,335,1008,2088,1305020005209649
601,آق دره,0,,30,443,391,703,1304050001209893
602,آق دوز,0,,18,322,517,261,2603070002233407
603,آق زیارت(آغ زیارت),0,,2,255,666,2023,405010006042720
604,آق قلعه,0,,2,122,661,223,412010002045054
605,آق قلعه,0,,24,390,927,484,2712010002324999
606,آق قلعه,0,,28,236,1070,2065,6040003004381
607,آق قویی,0,,14,155,41,1855,1903010002234367
608,آق قویی,0,,28,228,232,190,10010001002836
609,آق قیه,0,,14,50,218,251,1906010001491674
610,آق قیه,1,4552,24,371,926,1465,2706040004022255
611,آق کند,0,,2,411,63,21,408050002045147
612,آق کند,0,,20,321,211,791,1205040002205557
613,آق کهریز,0,,28,236,1070,56,6040001004595
614,آق کهریز,0,,30,93,410,1643,1307030002209650
615,آق مسجد,0,,25,9,930,906,101010001008351
616,آق مسجد,0,,25,213,128,2637,114010002011683
617,آق یاجی,0,,24,342,136,1286,2709030001021915
618,آقا بلاغ,0,,4,305,319,1826,1006040002402647
619,آقا بیگ,0,,2,122,661,1955,412010003045055
620,آقا چشمه,0,,17,158,828,1850,718020002071174
621,آقا چشمه,0,,17,158,1028,1613,718010001071173
622,آقا زیارت,0,,28,302,986,1770,13010001001106
623,آقا مراد,0,,20,98,861,878,1202030001202388
624,آقا میراحمد,0,,7,185,25,1146,1803040002231581
625,آقاآباد,0,,4,418,616,2243,1013030004182997
626,آقابابا,0,,18,91,259,1085,2601060001237166
627,آقابابا,1,4007,18,322,517,260,2603070001233408
628,آقاباباشیراوند / شیراوند بالا,0,,26,352,253,1020,1506050002219846
629,آقابزرگ,0,,13,46,42,1907,602010002054685
630,آقابگی,0,,13,277,1044,2418,612040002065541
631,آقابلاغ آسیان,0,,18,15,5,19,2606020001237002
632,آقاجان بلاغی,0,,30,29,1002,789,1306010004209150
633,آقاجان محله,0,,25,213,934,988,114020001011581
634,آقاجری,0,,20,199,863,879,1207020003204940
635,آقاجکندی,0,,28,269,339,2286,7020002004897
636,آقاحساب,0,,4,418,616,2074,1013030003183202
637,آقاسیدیعقوب,0,,25,274,938,2367,112020002012844
638,آقاطلا,0,,13,45,199,756,621020001363598
639,آقاعلی سرا,0,,25,380,39,167,110020001013328
640,آقاقلی,0,,13,394,775,699,613030001067176
641,آقاگل,0,,4,86,599,2633,1024010003177249
642,آقامحله,0,,25,274,938,705,112020001012770
643,آقامحله بهمبر,0,,25,287,939,1664,108020001011394
644,آقامحمد آباد,0,,27,14,955,2572,201020006015201
645,آقامیر,0,,26,188,472,1918,1504010003221752
646,آقانور سه تن,0,,25,274,17,775,112010002012716
647,آقبلاغ,0,,14,50,780,250,1906020001234675
648,آقبلاغ,0,,18,113,857,1809,2602040002233909
649,آقبلاغ,0,,20,195,862,1893,1210010003204575
650,آقبلاغ,0,,20,321,211,790,1205040001205558
651,آقبلاغ,0,,22,258,908,477,505010008209245
652,آقبلاغ,0,,22,258,908,1390,505010004052337
653,آقبلاغ,0,,30,335,534,2164,1305010002210270
654,آقبلاغ آق داق,0,,30,335,407,1634,1305030001210271
655,آقبلاغ چنگ الماس,0,,20,98,204,537,1202010002210273
656,آقبلاغ حسن آباد(حسن خان),0,,14,385,53,227,1909010001235284
657,آقبلاغ سادات,0,,28,269,339,2603,7020001004898
658,آقبلاغ لتگاه,0,,30,93,561,2398,1307010002209774
659,آقبلاغ مرشد,0,,30,335,534,2408,1305010003210272
660,آقچری,0,,18,4,854,1338,2604020001236671
661,آقچلو,0,,30,335,1008,1417,1305020007210183
662,آقچلی سفلی,0,,24,371,926,1465,2706040004324215
663,آقْچِه آغاچْلی,0,,24,390,543,2181,2712020001324923
664,آقچه خرابه,0,,30,209,344,1420,1308010003236871
665,آقچه دام,0,,18,15,5,934,2606020002237003
666,آقچه قلعه,0,,18,15,5,19,2606020001233756
667,آقچه قلعه,0,,28,236,1070,448,6040002004382
668,آقچه قنات,0,,17,158,828,1850,718020002370117
669,آقچه قیه,0,,18,113,234,171,2602020001233322
670,آقچه قیه,0,,30,335,534,1727,1305010001209651
671,آقچه کند,0,,18,113,857,1808,2602040001233910
672,آقچه کهریز,0,,28,344,1050,2458,11020002000518
673,آقچه لوچه,0,,30,209,344,1420,1308010003236873
674,آقچه مزار,0,,18,91,856,1335,2601040004237424
675,آقداش,1,3265,28,168,452,1481,12010003000609
676,آقداش,0,,28,236,1070,2065,6040003004383
677,آقداش,0,,30,443,1011,1485,1304070004209892
678,آقدره,0,,18,322,419,970,2603040002826041
679,آقدره سفلی,0,,2,122,141,93,412020001044953
680,آقدره علیا,0,,2,122,141,93,412020001044954
681,آقدره وسطی,0,,2,122,141,93,412020001044955
682,آقکندباروق,0,,2,411,63,275,408050001031725
683,آقگل,0,,28,236,1070,448,6040002004384
684,آگی بند بست,0,,29,130,570,532,2206030001822044
685,آل,0,,11,396,741,1909,916050003164034
686,آل دره,0,,15,247,342,2228,2008010001240296
687,آل دورمحمودآباد,0,,16,242,806,1435,1123010002711387
688,آل طیب,0,,13,95,762,1105,606030003060869
689,ْآل کبود,0,,20,98,861,878,1202030001202389
690,آل گرگ,0,,16,437,815,2254,1116010003411130
691,آل گری زرد چاهوک,0,,16,225,803,745,1105010001811532
692,آل گری زین الدین آباد,0,,16,225,803,745,1105010001911009
693,آل مران,0,,2,248,1083,2203,404020001042184
694,آل یوسفی سفلی,0,,7,185,351,1345,1803010001231396
695,آل یوسفی علیا,0,,7,185,351,1345,1803010001231397
696,آلاچیق,0,,21,214,877,1408,804020009099484
697,آلاسر,0,,25,312,941,1253,109020002012845
698,آلاسقل,0,,2,122,141,1362,412020002045056
699,آلالان قدیم,0,,25,291,29,126,104050001011942
700,آلاله گوراب,0,,25,312,941,2257,109020006310313
701,آلان,0,,25,213,934,988,114020001011582
702,آلایی,0,,29,130,570,1488,2206030002522082
703,آلبلاغ,0,,2,404,670,2363,407020004044414
704,آلبوبندر,0,,13,268,769,417,611010002064844
705,آلبوثنوان,0,,13,49,755,192,603020002055833
706,آلبوجنام,0,,13,268,243,2475,611020002064957
707,آلبوحافظ,0,,13,184,86,365,609010001063212
708,آلبوحردان سفلی,0,,13,85,761,634,605020001060024
709,آلبوحردان علیا,0,,13,85,761,634,605020001060025
710,آلبوحصار,0,,13,268,769,833,611010004064958
711,آلبوحمید,1,3909,13,1,27,2465,601010001054099
712,آلبوسویط,0,,13,446,778,2614,623020001063586
713,آلبوشهباز,0,,13,268,769,833,611010004064960
714,آلبوصیاد,0,,13,184,766,179,609020001063300
715,آلبوعبادی/فرخزاد,0,,13,1,757,430,601020002054191
716,آلبوعبید,0,,13,268,769,833,611010004064961
717,آلبوعفری,0,,13,184,766,900,609020003063301
718,آلبوعفری جنوبی,0,,13,184,766,895,609020002063302
719,آلبوعیدیک نبی,0,,13,150,763,1950,625010001055834
720,آلبوغربه,0,,13,446,1079,412,623010001063449
721,آلبوگولک,0,,13,268,769,15,611010001064710
722,آلبومروح شمکلی,0,,13,150,763,1950,625010001055835
723,آلبونعیم,0,,13,268,769,833,611010004064750
724,آلبونیسی,0,,13,49,755,192,603020002055518
725,آلتون سفلی,0,,20,252,865,1388,1203020003203537
726,آلتون علیا,0,,20,252,865,1388,1203020003203538
727,آلتین کش,1,6653,18,322,419,970,2603040002238275
728,آلکام,0,,25,213,128,1168,114010001011539
729,آلمالو,0,,2,174,458,1305,403050001041572
730,آلمان,0,,2,248,665,59,404010001041846
731,آلمان,0,,25,211,238,2524,105060002008729
732,آلمان,0,,25,211,933,536,105050002009100
733,آلمان آباد,0,,2,26,656,378,401040005040030
734,آلمان لنگه,0,,25,380,39,167,110020001013330
735,آلمانه,0,,20,250,864,2040,1209020006206049
736,آلنجان دو,0,,16,415,557,2223,1117020002195858
737,آلواتان,0,,2,248,1083,2203,404020001042185
738,آلوبن,0,,25,217,281,385,106010001009611
739,آلوت,0,,20,62,1068,413,1201030003201770
740,آلوچلوی سفلی,0,,2,122,141,93,412020001044996
741,آلوچلوی علیا,0,,2,122,141,93,412020001044997
742,آلوسان,0,,2,26,416,335,401030001039510
743,آلوسجرد,1,3404,28,236,984,2523,6030004003876
744,آلوفن,0,,24,362,924,1262,2705020004325688
745,آلوینه گر,0,,22,128,316,1321,512030002050787
746,آلی,0,,2,411,63,21,408050002045148
747,آلی بالتا,0,,2,271,667,2611,411010003045400
748,آلی سلطان(شندی),0,,16,120,796,573,1121010002410912
749,آلی مکان,0,,20,62,1068,413,1201030003201771
750,آلی همدان,0,,20,393,347,2169,1206020002205893
751,آلیار,0,,20,252,326,2163,1203010004203540
752,آلیجان,0,,20,199,863,800,1207020001203294
753,آلیجان,0,,20,259,866,1395,1204030007204517
754,آلیربالا,0,,26,157,120,763,1503020001218485
755,آمادگاه آبیک,0,,18,4,854,1338,2604020001236673
756,آمادگاه امام حسین,0,,2,26,656,1263,401040008904019
757,آمادگاه شهید جعفرپور,0,,2,26,656,378,401040005804857
758,آمادگاه شهید حسن دلیری,0,,8,221,519,2096,2303030002533154
759,آمادگاه شهیدمحمدمنتظری,0,,4,280,608,2379,1009020003178892
760,آمادگاه مهماتی ولایت زنجان,0,,14,230,783,1322,1904050006235899
761,آمار,0,,7,124,674,242,1802020001231181
762,آمره,0,,28,344,987,2552,11010004000840
763,آموزش فنی و حرفه ای جهرم,0,,17,137,826,658,704040001807833
764,آموزشکده شبانه روزی فنی و حرفه ای شهید پا,0,,12,384,751,863,2806030002828099
765,آموزشکده کشاورزی سمنگان,0,,12,384,751,863,2806030002828097
766,آموزشکده کشاورزی میاندوآب,0,,2,411,671,2318,408030005341961
767,آموزشگاه راهنمایی و رانندگی مهارت,0,,13,183,345,2294,608010007806432
768,آمید,0,,2,404,241,2381,407010002044739
769,آنتن مخابرات,0,,15,6,787,2620,2006010001500777
770,آنتن مخابرات,0,,31,409,1019,423,2104010005821909
771,آنه حاجی,0,,24,118,368,1835,2702030002320675
772,آوا,0,,25,291,940,2080,104030004012076
773,آواران,0,,16,52,794,873,1101050002413121
774,آواران,0,,16,242,806,1435,1123010002414108
775,آواره,0,,26,352,954,2166,1506030003220257
776,آواره های بلوان,0,,22,176,905,902,513020003351684
777,آودی,0,,2,26,373,567,401020001039280
778,آورزمان,1,3361,30,398,331,66,1302020001207537
779,آوریز,0,,16,242,806,1435,1123010002413085
780,آوک,0,,17,137,826,2083,704040002370306
781,آونگان,1,7116,20,321,350,2622,1205030003205355
782,آوه زا,0,,6,53,205,115,1601020001223579
783,آویک,0,,2,26,373,567,401020001039513
784,آهک آزادی (حاجی بحری),0,,31,409,1019,983,2104010003821249
785,آهک پزی جعفری/والفجر,0,,31,16,1012,611,2107020001821947
786,آهکلان,0,,25,382,944,886,116020001011859
787,آهن فروشی حسین نژاد,0,,2,383,669,1875,406040003904436
788,آهن فروشی فرهادپور,0,,2,122,661,223,412010002904109
789,آهندان,0,,25,376,942,68,111020001013938
790,آهنگر محله,0,,25,213,934,988,114020001011685
791,آهنگر محله,0,,25,291,29,911,104050002801021
792,آهنگران,0,,6,67,1092,2601,1610020001224128
