id,name,abadi_type,diag,ostan,shahrestan,bakhsh,dehestan,amar_code
81432,مراداباد,0,,11,64,716,644,931010002160932
81433,مراداباد,0,,11,179,565,1326,907020002145234
81434,مراداباد,0,,17,175,444,16,705040001074513
81435,مراداباد,0,,17,314,1051,972,709040002079650
81436,مراداباد,0,,17,392,369,959,712060001083780
81437,مراداباد,0,,21,24,870,106,823010001090144
81438,مراداباد,0,,21,60,229,1084,801040002091624
81439,مراداباد,0,,21,70,872,2050,810010003118677
81440,مراداباد,0,,21,138,34,150,803050001097379
81441,مراداباد,0,,21,138,874,144,803040002097935
81442,مراداباد,0,,21,264,881,1569,806010006106608
81443,مراداباد,0,,21,264,881,2482,806010010106607
81444,مراداباد,0,,21,296,883,697,812010002097769
81445,مراداباد,0,,21,299,221,848,822020001116299
81446,مراداباد,0,,21,313,1067,733,819020002093721
81447,مراداباد,0,,21,326,886,1881,816020001382945
81448,مراداباد,0,,21,356,888,2486,809040004384057
81449,مراداباد,0,,22,215,906,328,514020001051675
81450,مراداباد,0,,26,147,198,571,1510010001219177
81451,مراداباد,0,,26,220,362,1265,1511010002220001
81452,مراداباد,0,,26,253,953,2600,1509020003217920
81453,مراداباد,0,,29,216,295,1255,2207010001256101
81454,مراداباد,0,,31,16,1012,611,2107020001070209
81455,مراداباد,0,,31,151,1022,2571,2109020002249283
81456,مراداباد چه گواری,0,,21,222,545,2476,817010002093995
81457,مرادابادابوالقاسم,0,,31,409,1019,423,2104010005248946
81458,مرادابادکل کل,0,,26,188,950,2449,1504020004222203
81459,مرادابادمیراخور,0,,26,188,950,2449,1504020004222204
81460,مرادان,0,,2,248,665,358,404010003041971
81461,مرادبازار,0,,16,143,131,523,1102040001191284
81462,مرادباور,0,,13,374,214,813,617020002066789
81463,مرادبردی,0,,24,368,537,648,2713020001320727
81464,مرادبلاغی,0,,30,443,1011,1485,1304070004210505
81465,مرادبیگلو,0,,18,91,276,1192,2601020002233350
81466,مرادبیگی,0,,13,205,768,901,610020004064462
81467,مرادبیگی خلف,0,,13,205,768,901,610020004363060
81468,مرادتپه,1,7080,5,34,619,1647,3005010001260391
81469,مرادجان,0,,26,188,950,2522,1504020006222392
81470,مرادچال,0,,27,142,583,2079,220030002023446
81471,مرادخان,0,,28,269,339,2603,7020001005013
81472,مرادخان کندی,0,,1,140,379,712,323010002037136
81473,مرادخانلو,0,,2,411,581,2321,408040003045691
81474,مرادخانلی,0,,28,236,984,1829,6030003004062
81475,مرادخانی,0,,3,349,590,1476,2407010001030575
81476,مرادخانی سیاره جگیران,0,,22,244,907,656,504010008351891
81477,مراددهنده,0,,25,376,942,2267,111020007014368
81478,مرادعلی,0,,16,225,506,2039,1105040001415757
81479,مرادعلی,0,,16,447,816,2277,1111010002194830
81480,مرادعلی سفلی,0,,2,26,656,566,401040006039878
81481,مرادعلی علیا,0,,2,26,656,566,401040006039879
81482,مرادعلی کندی,0,,3,101,455,1851,2402020001034305
81483,مرادقلی,0,,20,199,863,1817,1207020005204984
81484,مرادکندی,0,,2,26,656,566,401040006039880
81485,مرادلو,0,,3,101,586,2207,2402010004034306
81486,مرادلو,0,,1,445,654,1165,327010002027809
81487,مرادلو / احمدلو/,0,,1,154,1033,2375,326030003025865
81488,مرادلوی سفلی,0,,2,110,659,1325,415020002042888
81489,مرادلوی وسطی,0,,2,110,659,1325,415020002042890
81490,مرادمحمدبازار,0,,16,143,131,523,1102040001410654
81491,مرادمحمدبلوچ(بازارصدیق),0,,16,202,137,549,1108010001911816
81492,مرادمحمدقلی,0,,13,45,753,1579,621030001066108
81493,مرادنرماشیری,0,,16,78,795,991,1120010003711787
81494,مرادون,1,5984,9,153,699,914,1410010001214523
81495,مرادهادی,0,,13,276,770,826,614020003062733
81496,مرادی,0,,17,301,839,67,722010001907470
81497,مرادی,0,,20,98,861,1533,1202030004202770
81498,مرادی,0,,29,323,215,1121,2204040001254181
81499,مرادی پراشکفت,0,,23,90,894,1075,1701030001226391
81500,مرادی کشک,0,,16,345,311,1293,1109010002410672
81501,مرادی کشک جدید,0,,16,345,311,1292,1109010001711278
81502,مرازاد,0,,1,132,641,1001,319020003032034
81503,مراسخون سفلی,0,,17,210,361,1225,726010001085613
81504,مراسخون علیا,0,,17,210,361,1225,726010001085614
81505,مراش,0,,14,385,53,227,1909010001235363
81506,مراع,0,,21,279,267,925,807020002109158
81507,مراغ,0,,29,84,405,408,2203020001253641
81508,مراغان,0,,2,248,665,358,404010003041970
81509,مراغه,0,,11,308,734,1480,922020002163420
81510,مراغه,0,,12,30,744,1268,2801020004126053
81511,مراغه,0,,28,236,1070,448,6040002004540
81512,مراغیه,0,,13,276,384,1518,614010002055939
81513,مراکان,0,,2,174,59,263,403040001041171
81514,مراکز صنعتی بین راهی,0,,17,392,369,1207,712060002807382
81515,مراکز صنعتی و رفاهی بین راهی,0,,17,175,831,2585,705030008907018
81516,مراگلو,1,6396,17,392,849,2298,712040009370662
81517,مران,0,,27,123,233,1500,205040003018226
81518,مران سفلی,0,,20,199,484,1927,1207010003204685
81519,مران علیا,0,,20,199,484,229,1207010001204686
81520,مرانده,0,,27,14,955,489,201020002015054
81521,مرانگ,0,,29,75,991,654,2213010001254776
81522,مرانه,0,,2,248,665,2202,404010004042055
81523,مرانه,0,,2,404,241,2381,407010002044797
81524,مرانه,0,,20,393,227,921,1206010001205773
81525,مراوند,0,,4,272,1052,2557,1016020002184919
81526,مراونه,0,,13,49,755,192,603020002055940
81527,مراونه چهار,0,,13,63,760,1729,624010002055580
81528,مراونه دو,0,,13,63,760,1729,624010002055581
81529,مراونه سه,0,,13,63,760,1729,624010002055582
81530,مراونه یک,0,,13,63,760,1729,624010002055583
81531,مرباغ,0,,29,84,405,2360,2203020002253679
81532,مربچه,0,,13,205,768,901,610020004064618
81533,مربو,0,,25,42,277,1470,113010001010204
81534,مربوط,0,,17,47,820,237,736010002081111
81535,مربویه,0,,17,175,439,482,705060002075332
81536,مرتضی آباد,0,,13,45,3,2041,621010002066109
81537,مرتضی آباد,0,,18,322,517,260,2603070001233554
81538,مرتضی اباد,0,,11,237,731,1857,908070003149248
81539,مرتضی اباد,0,,11,328,736,1486,913030002156962
81540,مرتضی اباد,0,,11,432,1045,1709,917050002267492
81541,مرتضی اباد,0,,21,214,438,1232,804050001101137
81542,مرتضی رحمانی,0,,10,318,334,1383,2904050003154745
81543,مرتضی قلی کندی,0,,1,140,379,710,323010001037142
81544,مرتضی گرد,1,6307,8,126,11,961,2301030002259933
81545,مرتضی نک,0,,18,322,419,970,2603040002238390
81546,مرتع اسدخان,0,,8,397,412,99,2317020002003441
81547,مرتع افراکتی,0,,27,55,99,1377,202030001015970
81548,مرتع الاگو,0,,24,362,924,133,2705020001323603
81549,مرتع ایمانی,0,,24,362,924,133,2705020001323593
81550,مرتع برت چیگاه,0,,24,362,924,133,2705020001323608
81551,مرتع بلاغ,0,,30,443,1011,1485,1304070004209915
81552,مرتع بلکرون,0,,27,55,99,1377,202030001016239
81553,مرتع پاکبود,0,,27,426,92,1621,214010003022938
81554,مرتع پیازپشته,0,,27,123,959,2183,205020002018348
81555,مرتع چال میش,0,,15,405,402,715,2005010002500291
81556,مرتع حق علی,0,,15,270,87,932,2003010001500435
81557,مرتع خجیره,0,,24,362,924,133,2705020001323595
81558,مرتع دزدک,0,,27,426,92,1621,214010003022865
81559,مرتع ذغلو,0,,8,397,412,99,2317020002003448
81560,مرتع زرشک دره,0,,27,233,210,515,207010001321708
81561,مرتع سبزعلی اباد/دیملو/,0,,24,362,924,133,2705020001323594
81562,مرتع سرچال,0,,24,362,924,133,2705020001323592
81563,مرتع سرخوک,0,,27,426,92,1621,214010003324567
81564,مرتع سردی بن,0,,27,426,92,1621,214010003022867
81565,مرتع سرلمن,0,,27,426,92,558,214010002022868
81566,مرتع سورخان,0,,15,270,87,932,2003010001500436
81567,مرتع سوس,0,,24,362,924,133,2705020001323609
81568,مرتع سیابن,0,,27,123,959,2183,205020002321167
81569,مرتع شاه کلام,0,,24,362,924,133,2705020001323591
81570,مرتع شاه مردان,0,,27,426,92,558,214010002324589
81571,مرتع شکرعلی,0,,24,362,924,133,2705020001323590
81572,مرتع شلندان,0,,27,123,959,2183,205020002321174
81573,مرتع شهر,0,,27,55,61,1017,202040002325265
81574,مرتع عزیز,0,,27,123,233,379,205040001321277
81575,مرتع فرانو,0,,27,426,92,1621,214010003022869
81576,مرتع قزلق,0,,24,362,924,133,2705020001323610
81577,مرتع کاظم,0,,27,123,233,379,205040001321279
81578,مرتع کمربن,0,,24,362,924,133,2705020001323607
81579,مرتع گت چشمه,0,,27,233,210,515,207010001325484
81580,مرتع گهان لا,0,,27,426,92,1621,214010003022873
81581,مرتع لاپشته,0,,27,123,959,2183,205020002321166
81582,مرتع لات,0,,27,426,92,558,214010002022875
81583,مرتع لدین,0,,27,426,92,558,214010002022874
81584,مرتع مراد,0,,27,123,233,379,205040001321278
81585,مرتع مرغزار,0,,15,270,87,932,2003010001500902
81586,مرتع ملرز,0,,27,426,92,1621,214010003324566
81587,مرتع میان رو,0,,27,426,92,1621,214010003324565
81588,مرتع نورک,0,,27,426,92,558,214010002324590
81589,مرتع ومزرعه چواز,0,,27,426,92,558,214010002022871
81590,مرتع ومزرعه کشکک,0,,27,426,92,1621,214010003022939
81591,مرتع ومزرعه نارز,0,,27,426,92,1621,214010003022940
81592,مرتعداری حاج امیر اطبایی,0,,17,167,830,593,724020001807626
81593,مرتعداری گلستان,0,,17,167,830,593,724020001807627
81594,مرتوند,0,,10,243,1035,2385,2903020001134389
81595,مرج,0,,21,279,882,483,807010002109988
81596,مرجان,0,,5,289,70,686,3004020001534728
81597,مرجان آباد,0,,24,371,926,1752,2706040003827002
81598,مرجان آباد,0,,25,217,935,2002,106030003009751
81599,مرجان اباد,0,,2,411,671,2362,408030006044509
81600,مرجان اباد,0,,8,126,11,961,2301030002259751
81601,مرجان بابامراد,0,,22,372,913,883,508010002053520
81602,مرجان قیطول,0,,22,372,913,883,508010002053521
81603,مرجان گمار,0,,22,372,913,883,508010002053522
81604,مرجانک,0,,17,100,73,2588,731020002076110
81605,مرجانلو,0,,1,31,57,1593,322010001029417
81606,مرجانه,0,,11,224,730,1287,935010001141975
81607,مرجقل پایین,0,,25,287,149,605,108010001801044
81608,مرجونه سر,0,,27,260,964,2555,208020003322337
81609,مرجی خونی,0,,8,315,19,1843,2314010002259124
81610,مرچ,0,,27,426,92,1621,214010003022941
81611,مرچلم,0,,20,250,54,235,1209010001206015
81612,مرحوای,0,,7,186,473,751,1804010001231873
81613,مرخال,0,,25,274,938,2367,112020002310286
81614,مرخز,0,,20,252,865,1388,1203020003203735
81615,مردآباد,0,,18,322,289,1247,2603030002238034
81616,مردآزما,0,,13,374,214,623,617020001066788
81617,مردآسما,0,,16,433,813,732,1107050001188185
81618,مرداب,0,,27,426,201,2466,214020003023085
81619,مرداب بن,0,,25,219,936,1229,107030003010742
81620,مرداب سر,0,,25,219,936,1229,107030003010743
81621,مرداباد / قریق/,0,,1,239,644,77,305010001030958
81622,مردابه,0,,7,197,2,10,1805030001480638
81623,مردار,0,,21,296,159,2146,812030001094747
81624,مرداری,0,,10,429,714,2457,2905020002541352
81625,مردان,0,,3,365,52,226,2405010002034939
81626,مردان,0,,4,418,616,2074,1013030003183313
81627,مردان جنگجو,0,,16,433,813,2616,1107050004412604
81628,مردان حیدری,0,,16,143,797,2018,1102020004191011
81629,مردان شاه,0,,10,318,1080,2536,2904030003156026
81630,مردان شهرکی,0,,16,447,450,1821,1111020001194751
81631,مردان معصوم,0,,23,360,898,2266,1703020004230488
81632,مرداناقم / مردانقم/,1,4647,1,154,1033,1161,326030001027436
81633,مردانچال,0,,18,322,288,180,2603020001237790
81634,مردخانه,0,,9,353,703,1076,1406020002213994
81635,مردخدا,0,,23,90,477,1932,1701050002226392
81636,مردخه,0,,25,274,938,705,112020001012797
81637,مردخه بزرگ,0,,25,287,149,605,108010001011244
81638,مردخه کوچک,0,,25,287,149,605,108010001310345
81639,مردکانلو,0,,12,298,749,1742,2805020003157084
81640,مردم دره,0,,24,390,927,484,2712010002324969
81641,مردمک ده,0,,25,10,931,2204,102020002008549
81642,مردنو,0,,29,74,990,1751,2209020002253498
81643,مردوان,0,,25,291,940,2080,104030004012153
81644,مردوق / مردق,0,,1,389,648,1400,306020003031565
81645,مردووار,0,,21,326,190,2276,816010003115981
81646,مردوی,0,,4,418,616,2074,1013030003183314
81647,مرده خیر,0,,7,185,25,1146,1803040002231612
81648,مرده شور پشت تنگ,0,,26,188,472,1918,1504010003221906
81649,مرده شوری,0,,7,186,473,1931,1804010003232163
81650,مرده کتان,0,,1,48,637,359,302020003026852
81651,مردی لو,0,,1,445,208,787,327020001027666
81652,مرز,1,5079,17,175,444,16,705040001074514
81653,مرز,0,,21,402,890,1979,813010002382849
81654,مرز,0,,29,416,148,742,2205040002117192
81655,مرز دشت,1,3751,25,211,242,1939,105010004008836
81656,مرزآباد,0,,6,196,1037,2528,1603030003224822
81657,مرزاباد,0,,1,436,225,1163,324010003027309
81658,مرزاباد/قره چی احمداباد/,0,,1,154,1033,1161,326030001027416
81659,مرزاع,0,,29,164,300,1245,2210010001253345
81660,مرزاق,0,,21,356,888,1138,809040005117466
81661,مرزان,0,,11,316,420,1668,933020001167956
81662,مرزان در,0,,29,149,18,2058,2208030002521874
81663,مرزانک,0,,31,35,239,1943,2108010001250377
81664,مرزانکلا,0,,27,14,46,305,201040001014985
81665,مرزبال,0,,27,55,562,1912,202050001016954
81666,مرزبان,0,,22,258,908,2125,505010007052588
81667,مرزبانی,0,,22,339,119,507,502080002048800
81668,مرزبن,1,4539,24,8,915,943,2710020001021762
81669,مرزداران,0,,6,196,1037,2528,1603030003816099
81670,مرزرود,0,,1,343,647,2456,315020004026607
81671,مرزرود,0,,27,233,293,1251,207060002019908
81672,مرزعه عزیز اباد,0,,22,286,273,1170,510010002805025
81673,مرزک,0,,27,123,233,379,205040001018024
81674,مرزلات,0,,25,380,39,167,110020001310224
81675,مرزلان محمدمراد,0,,22,128,903,1072,512010002046698
81676,مرزن کلاته,1,4516,24,362,108,134,2705030001021439
81677,مرزناک دشت,0,,27,55,527,2127,202060001802022
81678,مرزنده,0,,27,426,201,2466,214020003023086
81679,مرزنگو,1,4336,27,14,248,997,201030003015592
81680,مرزنگون,0,,23,58,892,2059,1707010002230276
81681,مرزنگی,0,,17,401,261,2339,713050002085271
81682,مرزو,0,,17,175,283,1217,705020002075163
81683,مرزو,0,,17,175,831,313,705030001074767
81684,مرزون آباد درویش خیل,0,,27,55,956,1800,202020002016930
81685,مرزه,0,,13,204,767,1698,619010001063856
81686,مرزی آباد,0,,15,363,791,2244,2004020004243586
81687,مرزی کتی طیبی,0,,27,55,61,267,202040001325751
81688,مرزیان,0,,17,238,835,2019,706020002076265
81689,مرزیان,1,5997,26,27,153,617,1507010001215838
81690,مرزیجران,1,3228,28,19,977,210,1020002000120
81691,مرزیدره,0,,27,261,965,2246,227010002020354
81692,مرزیلسون,0,,13,183,403,1045,608040001062212
81693,مرس,0,,27,142,583,2079,220030002023572
81694,مرس بزرگ,0,,27,424,1089,131,219020001019272
81695,مرس کوچک,0,,27,424,1089,131,219020001019273
81696,مرسارود,0,,25,287,149,605,108010001011245
81697,مرسل اباد,0,,21,138,34,150,803050001097380
81698,مرسم,0,,27,412,973,2069,225010002019909
81699,مرسه,0,,25,219,187,1511,107040002011083
81700,مرسیه,0,,17,348,844,1769,728010001077011
81701,مرشاعر,0,,22,244,907,506,504010001052050
81702,مرشت,0,,3,349,590,1476,2407010001030576
81703,مرشداباد,0,,26,253,953,1101,1509020001218002
81704,مرشداباد,0,,26,253,953,1101,1509020001451690
81705,مرشدی,0,,17,87,1023,2330,716030002070765
81706,مرشدی,0,,17,406,36,1082,721040002082130
81707,مرشدی,0,,31,119,525,2116,2103040001248088
81708,مرصع,0,,14,230,783,419,1904050004235777
81709,مرعشی,0,,13,63,1085,1303,624020002055275
81710,مرعی,0,,13,184,766,895,609020002063357
81711,مرغ,0,,4,68,213,341,1022010001173361
81712,مرغ,0,,4,366,613,2024,1011010002180932
81713,مرغ,0,,10,99,707,298,2901040008133533
81714,مرغ,0,,27,14,559,309,201010001320099
81715,مرغ آباد,0,,4,272,1052,2557,1016020002175541
81716,مرغ آباد,0,,30,300,135,543,1309020001210055
81717,مرغ اباد,0,,31,119,1078,399,2103030001246981
81718,مرغ اجداد فارم پنج,0,,17,238,1091,2595,706030003907079
81719,مرغ اجداد فارم دو,0,,17,238,1091,2595,706030003907080
81720,مرغ اجداد فارم یک,0,,17,238,1091,2595,706030003907081
81721,مرغ بزرگ,0,,17,401,575,2293,713020001084324
81722,مرغ پایین,0,,4,418,616,2074,1013030003183315
81723,مرغ تخمگذار سالار یزد,0,,31,409,1019,423,2104010005511380
81724,مرغ تک شیراز,0,,17,283,838,452,707050001907118
81725,مرغ چنار,0,,23,192,121,1358,1704010002226393
81726,مرغ چوییه,0,,4,418,616,2243,1013030004183529
81727,مرغ داری سه راه چهار بیشه,0,,23,360,898,2266,1703020004471826
81728,مرغ داری محمدسیاه,0,,17,87,1023,1440,716030001372485
81729,مرغ داری یزدان پناهی,0,,15,363,58,262,2004010002243134
81730,مرغ دوله,0,,17,401,181,682,713060001372090
81731,مرغ سرراه,0,,4,418,616,2243,1013030004183269
81732,مرغ علیا,0,,4,418,616,2074,1013030003183317
81733,مرغ کش دم عباس,0,,23,355,897,1090,1702050002228484
81734,مرغ کوچک,0,,17,401,575,2293,713020001084325
81735,مرغ گچی,0,,4,37,596,1946,1002030006175412
81736,مرغ گوشتی اطهران کهن پارس,0,,31,92,8,42,2111010001921355
81737,مرغ گوشتی بهار,0,,31,448,304,2307,2105040002250170
81738,مرغ گوشتی جزیران,0,,4,37,168,199,1002060001910006
81739,مرغ گوشتی حجت,0,,31,414,1020,1603,2106010002821786
81740,مرغ گوشتی شاهین,0,,31,35,1014,1220,2108020001250172
81741,مرغ گوشتی فخرا,0,,31,409,1019,423,2104010005821214
81742,مرغ گوشتی مهریز,0,,31,409,1019,983,2104010003248948
81743,مرغ گوشتی نوک حنایی,0,,31,16,109,137,2107010001921251
81744,مرغ مادر,0,,31,448,1021,1753,2105030002821137
81745,مرغ محسن طایی,0,,26,109,1030,2441,1508020003221276
81746,مرغ مهین علیا,0,,4,280,608,136,1009020001178445
81747,مرغ میان,0,,31,22,426,1711,2101030001244607
81748,مرغ میکا,0,,16,225,803,745,1105010001411403
81749,مرغ و مزرعه زرین ملک زاده,0,,13,160,764,894,607010001364519
81750,مرغا,0,,13,51,268,1142,604020003057621
81751,مرغاب,0,,21,60,871,2109,801030006091762
81752,مرغاب,0,,21,70,563,1878,810020001118299
81753,مرغاک,0,,29,216,295,1256,2207010003521812
81754,مرغان,0,,17,375,428,1714,715040002082002
81755,مرغان ریت,0,,16,433,560,2229,1107040002187601
81756,مرغان کند,0,,16,152,55,2099,1103030002811021
81757,مرغانو,0,,11,396,741,2033,916050005165868
81758,مرغد اری احمد نسیمی,0,,13,441,285,2156,622010002806424
81759,مرغداری,0,,2,174,59,263,403040001904370
81760,مرغداری,0,,2,174,664,1158,403020003904385
81761,مرغداری,0,,2,174,664,1158,403020003904389
81762,مرغداری,0,,2,271,667,2312,411010002904200
81763,مرغداری,0,,12,65,745,329,2802040003828110
81764,مرغداری,0,,13,1,757,1580,601020003806295
81765,مرغداری,0,,16,152,798,149,1103010006911267
81766,مرغداری,0,,16,225,803,745,1105010001811534
81767,مرغداری,0,,17,283,838,1004,707050002907137
81768,مرغداری,0,,17,309,1071,2514,708040001907348
81769,مرغداری,0,,17,331,843,1048,710040002807183
81770,مرغداری,0,,21,338,887,1386,808050006382729
81771,مرغداری,0,,31,409,1019,423,2104010005821211
81772,مرغداری  413چوچه,0,,16,152,798,2057,1103010005415099
81773,مرغداری  علینقی زاده,0,,4,21,595,1941,1001010004810621
81774,مرغداری  میرکریمی,0,,31,119,1017,545,2103020001510240
81775,مرغداری 1100شیراز,0,,17,105,825,2020,723010002083379
81776,مرغداری 25000قطعه ای چوار,0,,6,53,205,115,1601020001460268
81777,مرغداری 418 ایثارگران,0,,16,225,803,745,1105010001811523
81778,مرغداری 456شیراز,0,,17,137,483,1859,704030002074183
81779,مرغداری 532بالاچ,0,,16,231,804,1336,1110020002711701
81780,مرغداری 7000,0,,17,137,826,658,704040001373640
81781,مرغداری 94ایثارگران,0,,13,95,762,865,606030002364782
81782,مرغداری آذرنوش,0,,13,46,754,864,602020001361266
81783,مرغداری آرتین,0,,31,16,1012,1757,2107020002511686
81784,مرغداری آرین ( معنوی فر),0,,13,46,754,864,602020001364714
81785,مرغداری آشنا,0,,17,28,299,1266,702010002807731
81786,مرغداری آشیان,0,,17,137,483,1859,704030002807858
81787,مرغداری آقای حداد,0,,31,119,1017,1149,2103020005921044
81788,مرغداری اب حیات,0,,31,119,1017,2497,2103020004511852
81789,مرغداری ابراهیم علی کرمی,0,,6,400,529,1936,1608020002460413
81790,مرغداری ابراهیم نارویی,0,,16,225,803,745,1105010001415845
81791,مرغداری ابراهیمی,0,,17,309,1071,2514,708040001907361
81792,مرغداری ابوطالب,0,,17,137,826,658,704040001807837
81793,مرغداری اجداد,0,,21,338,574,1890,808040001384714
81794,مرغداری احسان,0,,13,441,776,866,622020001364566
81795,مرغداری احسانی,0,,15,247,342,2228,2008010001501263
81796,مرغداری احمد آباد,0,,31,22,231,1205,2101010002821743
81797,مرغداری احمد باقری,0,,17,283,21,2060,707060003373849
81798,مرغداری احمد جعفری,0,,31,414,1060,2487,2106020001821805
81799,مرغداری احمد مرادی,0,,31,22,426,1711,2101030001821720
81800,مرغداری احمد مظفری,0,,31,22,231,1205,2101010002821861
81801,مرغداری احمد نخعی,0,,31,22,426,2470,2101030002821766
81802,مرغداری احمدارجمند,0,,21,264,881,1569,806010006383967
81803,مرغداری احمدشاه ابادی وپسران,0,,11,432,743,1021,917040001542653
81804,مرغداری احمدفخرابادی,0,,21,264,881,1569,806010006107102
81805,مرغداری ادیب مهر,0,,13,183,345,2294,608010007806467
81806,مرغداری ادینه,0,,15,6,787,2620,2006010001500828
81807,مرغداری اربابی,0,,16,408,811,1277,1113010001711920
81808,مرغداری ارسلان,0,,16,225,803,745,1105010001415519
81809,مرغداری اسدپور,0,,31,16,109,137,2107010001921236
81810,مرغداری اسکل,0,,16,225,1064,2498,1105030002413213
81811,مرغداری اسکندریان,0,,15,405,792,1025,2005020001500294
81812,مرغداری اسلامی,0,,31,414,1060,2487,2106020001821068
81813,مرغداری اسماعیل شکوهی,0,,17,283,838,1506,707050005373839
81814,مرغداری اسمکچال,0,,5,289,621,2427,3004010001534663
81815,مرغداری اشکان شمس,0,,31,16,109,137,2107010001821954
81816,مرغداری اصلانی,0,,13,205,768,901,610020004364584
81817,مرغداری افاقی,0,,15,256,789,870,2002010001500996
81818,مرغداری افتخاری,0,,13,95,762,865,606030002806230
81819,مرغداری افق کویر,0,,15,247,342,2228,2008010001501258
81820,مرغداری اکبر,0,,17,392,849,1189,712040005807385
81821,مرغداری اکبر دهستانی,0,,31,92,8,410,2111010002921349
81822,مرغداری اکبر منصوری,0,,31,414,1060,2487,2106020001821803
81823,مرغداری اکرمیان,0,,4,332,1077,2532,1010040003810524
81824,مرغداری اکرمیان بصره ای,0,,4,332,1077,2532,1010040003179916
81825,مرغداری اله بخش نارویی,0,,16,52,794,873,1101050002911880
81826,مرغداری الیاس افضلی,0,,31,16,1012,611,2107020001070210
81827,مرغداری امید,0,,31,119,1017,1722,2103020003246084
81828,مرغداری امیر,0,,2,174,59,263,403040001804053
81829,مرغداری امیر 2,0,,2,174,59,263,403040001804059
81830,مرغداری امیر آباد,0,,2,36,657,163,413010001342033
81831,مرغداری امیرالمومنین,0,,13,184,766,895,609020002806072
81832,مرغداری امیررضا صاحبقرانی,0,,4,272,1052,2557,1016020002175528
81833,مرغداری امین,0,,17,175,177,1842,705050002373980
81834,مرغداری امینی,0,,13,95,762,865,606030002806271
81835,مرغداری امینی,0,,17,392,255,1188,712050003807445
81836,مرغداری امینی,0,,28,19,330,2348,1030002300043
81837,مرغداری انتظام,0,,17,314,841,631,709030003907425
81838,مرغداری اوجی,0,,17,238,1091,2595,706030003907083
81839,مرغداری اوغازیان,0,,12,284,748,862,2804020001828035
81840,مرغداری ایثار,0,,13,441,776,866,622020001364570
81841,مرغداری ایثار جلال خادمی,0,,31,22,426,2470,2101030002821169
81842,مرغداری ایثارگران سپاه پاسداران,0,,21,70,1066,2469,810040002384643
81843,مرغداری ایران مرغ,0,,31,409,1019,2440,2104010004249512
81844,مرغداری ایرانشهر,0,,16,52,794,72,1101050001416389
81845,مرغداری ایمان,0,,16,225,1064,2498,1105030002413217
81846,مرغداری ایوب,0,,2,411,671,2318,408030005804533
81847,مرغداری بابایی,0,,31,119,1017,545,2103020001921156
81848,مرغداری بحرینی ها,0,,21,338,887,100,808050001100064
81849,مرغداری بخشایی چهاربیشه,0,,23,360,898,2266,1703020004230610
81850,مرغداری بخشی,0,,16,52,794,873,1101050002842243
81851,مرغداری بذرافکن,0,,17,251,516,2087,725010001907298
81852,مرغداری برادران حسینی نسب,0,,31,119,1017,1722,2103020003921136
81853,مرغداری برادران ذوالفقاری,0,,2,122,661,223,412010002904139
81854,مرغداری برادران طیبی,0,,13,43,157,632,616010001364704
81855,مرغداری برادران عین الهی,0,,4,366,613,2537,1011010003910051
81856,مرغداری برادران کریمی,0,,2,174,664,1832,403020007804124
81857,مرغداری برادران نکویی,0,,13,444,777,2605,618010002806461
81858,مرغداری برازنده,0,,11,117,479,1942,905050003392885
81859,مرغداری براهویی,0,,16,225,803,745,1105010001811383
81860,مرغداری برقی,0,,16,225,803,745,1105010001415208
81861,مرغداری برومند,0,,17,137,483,1859,704030002807854
81862,مرغداری برون,0,,13,441,776,866,622020001806416
81863,مرغداری بسکابادی,0,,11,369,469,1908,915030002542812
81864,مرغداری بشیر علیزاده,0,,4,7,518,2089,1018010002810531
81865,مرغداری بصیری,0,,17,283,21,1830,707060002373850
81866,مرغداری بعثت,0,,15,177,47,1903,2001010002501331
81867,مرغداری بمانعلی شیخ محمدی,0,,21,338,887,100,808050001382560
81868,مرغداری بناپور,0,,31,22,426,1711,2101030001244599
81869,مرغداری بوداقی,0,,2,423,577,824,409030002804325
81870,مرغداری بهاری,0,,17,392,849,1189,712040005807386
81871,مرغداری بهزاد دشتی,0,,17,392,849,2304,712040010083622
81872,مرغداری بهمن یگانه,0,,13,46,754,864,602020001364719
81873,مرغداری بیت المقدس,0,,13,183,765,1583,608020002063028
81874,مرغداری بینایی,0,,15,405,792,1025,2005020001500293
81875,مرغداری پاطلایی,0,,31,409,1019,2440,2104010004821237
81876,مرغداری پاکو,0,,13,441,776,866,622020001806004
81877,مرغداری پانزده خرداد,0,,13,183,765,1583,608020002062978
81878,مرغداری پردیس/ابوالقاسم زارع,0,,31,409,1019,119,2104010001921398
81879,مرغداری پردیسان,0,,15,6,521,1771,2006020002501167
81880,مرغداری پرستو,0,,15,363,58,262,2004010002243132
81881,مرغداری پرسفید,0,,16,152,798,149,1103010006911324
81882,مرغداری پرنال صمیمی,0,,17,137,826,658,704040001074180
81883,مرغداری پرندک دانه,0,,16,152,798,2057,1103010005414639
81884,مرغداری پرویز هزاوه ای,0,,28,19,977,2349,1020008300072
81885,مرغداری پروینی,0,,2,110,22,2131,415010002904283
81886,مرغداری پناهی,0,,17,100,824,463,731010001907082
81887,مرغداری پنجه طلا/ علیزاده,0,,31,92,8,410,2111010002921346
81888,مرغداری پورمهدی,0,,11,117,720,311,905060001141974
81889,مرغداری پیمان,0,,31,409,1019,2440,2104010004821238
81890,مرغداری پیوند,0,,18,113,857,2489,2602040003535580
